


A.  .needle_dynamics.Last_Run.TIME (sec)
B.  .needle_dynamics.Last_Run.needle_XFORM.X52 (meter)
C.  .needle_dynamics.Last_Run.needle_XFORM.Y52 (meter)
D.  .needle_dynamics.Last_Run.needle_XFORM.Z52 (meter)

       A               B               C               D         
 0.000000E+00    3.388000E-01    0.000000E+00   -7.670000E-03   
 5.000000E-03    3.387633E-01    0.000000E+00   -8.527477E-03   
 1.000000E-02    3.387024E-01    0.000000E+00   -8.065432E-03   
 1.500000E-02    3.386693E-01    0.000000E+00   -6.020491E-03   
 2.000000E-02    3.386784E-01    0.000000E+00   -2.603534E-03   
 2.500000E-02    3.387171E-01    0.000000E+00    1.856676E-03   
 3.000000E-02    3.387622E-01    0.000000E+00    6.995090E-03   
 3.500000E-02    3.387932E-01    0.000000E+00    1.245052E-02   
 4.000000E-02    3.387995E-01    0.000000E+00    1.788141E-02   
 4.500000E-02    3.387846E-01    0.000000E+00    2.306766E-02   
 5.000000E-02    3.387577E-01    0.000000E+00    2.788489E-02   
 5.500000E-02    3.387280E-01    0.000000E+00    3.229424E-02   
 6.000000E-02    3.387018E-01    0.000000E+00    3.632417E-02   
 6.500000E-02    3.386816E-01    0.000000E+00    4.004713E-02   
 7.000000E-02    3.386665E-01    0.000000E+00    4.355670E-02   
 7.500000E-02    3.386544E-01    0.000000E+00    4.694818E-02   
 8.000000E-02    3.386428E-01    0.000000E+00    5.030224E-02   
 8.500000E-02    3.386292E-01    0.000000E+00    5.368154E-02   
 9.000000E-02    3.386119E-01    0.000000E+00    5.712670E-02   
 9.500000E-02    3.385896E-01    0.000000E+00    6.065586E-02   
 1.000000E-01    3.385615E-01    0.000000E+00    6.427066E-02   
 1.050000E-01    3.385276E-01    0.000000E+00    6.795444E-02   
 1.100000E-01    3.384884E-01    0.000000E+00    7.167945E-02   
 1.150000E-01    3.384448E-01    0.000000E+00    7.541806E-02   
 1.200000E-01    3.383978E-01    0.000000E+00    7.914754E-02   
 1.250000E-01    3.383484E-01    0.000000E+00    8.285082E-02   
 1.300000E-01    3.382973E-01    0.000000E+00    8.651636E-02   
 1.350000E-01    3.382453E-01    0.000000E+00    9.013789E-02   
 1.400000E-01    3.381925E-01    0.000000E+00    9.371381E-02   
 1.450000E-01    3.381391E-01    0.000000E+00    9.724615E-02   
 1.500000E-01    3.380849E-01    0.000000E+00    1.007391E-01   
 1.550000E-01    3.380294E-01    0.000000E+00    1.041979E-01   
 1.600000E-01    3.379724E-01    0.000000E+00    1.076273E-01   
 1.650000E-01    3.379136E-01    0.000000E+00    1.110312E-01   
 1.700000E-01    3.378525E-01    0.000000E+00    1.144121E-01   
 1.750000E-01    3.377891E-01    0.000000E+00    1.177712E-01   
 1.800000E-01    3.377233E-01    0.000000E+00    1.211082E-01   
 1.850000E-01    3.376551E-01    0.000000E+00    1.244220E-01   
 1.900000E-01    3.375845E-01    0.000000E+00    1.277110E-01   
 1.950000E-01    3.375117E-01    0.000000E+00    1.309729E-01   
 2.000000E-01    3.374369E-01    0.000000E+00    1.342057E-01   
 2.050000E-01    3.373602E-01    0.000000E+00    1.374076E-01   
 2.100000E-01    3.372816E-01    0.000000E+00    1.405769E-01   
 2.150000E-01    3.372015E-01    0.000000E+00    1.437125E-01   
 2.200000E-01    3.371196E-01    0.000000E+00    1.468134E-01   
 2.250000E-01    3.370363E-01    0.000000E+00    1.498791E-01   
 2.300000E-01    3.369513E-01    0.000000E+00    1.529090E-01   
 2.350000E-01    3.368648E-01    0.000000E+00    1.559029E-01   
 2.400000E-01    3.367767E-01    0.000000E+00    1.588605E-01   
 2.450000E-01    3.366870E-01    0.000000E+00    1.617815E-01   
 2.500000E-01    3.365957E-01    0.000000E+00    1.646655E-01   
 2.550000E-01    3.365028E-01    0.000000E+00    1.675122E-01   
 2.600000E-01    3.364083E-01    0.000000E+00    1.703209E-01   
 2.650000E-01    3.363123E-01    0.000000E+00    1.730912E-01   
 2.700000E-01    3.362147E-01    0.000000E+00    1.758224E-01   
 2.750000E-01    3.361157E-01    0.000000E+00    1.785139E-01   
 2.800000E-01    3.360152E-01    0.000000E+00    1.811652E-01   
 2.850000E-01    3.359133E-01    0.000000E+00    1.837754E-01   
 2.900000E-01    3.358100E-01    0.000000E+00    1.863442E-01   
 2.950000E-01    3.357054E-01    0.000000E+00    1.888709E-01   
 3.000000E-01    3.355996E-01    0.000000E+00    1.913550E-01   
 3.050000E-01    3.354924E-01    0.000000E+00    1.937960E-01   
 3.100000E-01    3.353841E-01    0.000000E+00    1.961934E-01   
 3.150000E-01    3.352745E-01    0.000000E+00    1.985468E-01   
 3.200000E-01    3.351637E-01    0.000000E+00    2.008557E-01   
 3.250000E-01    3.350518E-01    0.000000E+00    2.031197E-01   
 3.300000E-01    3.349388E-01    0.000000E+00    2.053384E-01   
 3.350000E-01    3.348247E-01    0.000000E+00    2.075114E-01   
 3.400000E-01    3.347095E-01    0.000000E+00    2.096383E-01   
 3.450000E-01    3.345933E-01    0.000000E+00    2.117186E-01   
 3.500000E-01    3.344761E-01    0.000000E+00    2.137520E-01   
 3.550000E-01    3.343579E-01    0.000000E+00    2.157381E-01   
 3.600000E-01    3.342387E-01    0.000000E+00    2.176766E-01   
 3.650000E-01    3.341187E-01    0.000000E+00    2.195670E-01   
 3.700000E-01    3.339977E-01    0.000000E+00    2.214091E-01   
 3.750000E-01    3.338759E-01    0.000000E+00    2.232024E-01   
 3.800000E-01    3.337533E-01    0.000000E+00    2.249467E-01   
 3.850000E-01    3.336298E-01    0.000000E+00    2.266417E-01   
 3.900000E-01    3.335056E-01    0.000000E+00    2.282870E-01   
 3.950000E-01    3.333807E-01    0.000000E+00    2.298825E-01   
 4.000000E-01    3.332550E-01    0.000000E+00    2.314277E-01   
 4.050000E-01    3.331287E-01    0.000000E+00    2.329225E-01   
 4.100000E-01    3.330017E-01    0.000000E+00    2.343667E-01   
 4.150000E-01    3.328741E-01    0.000000E+00    2.357600E-01   
 4.200000E-01    3.327459E-01    0.000000E+00    2.371021E-01   
 4.250000E-01    3.326171E-01    0.000000E+00    2.383929E-01   
 4.300000E-01    3.324878E-01    0.000000E+00    2.396322E-01   
 4.350000E-01    3.323579E-01    0.000000E+00    2.408197E-01   
 4.400000E-01    3.322276E-01    0.000000E+00    2.419555E-01   
 4.450000E-01    3.320968E-01    0.000000E+00    2.430391E-01   
 4.500000E-01    3.319656E-01    0.000000E+00    2.440706E-01   
 4.550000E-01    3.318339E-01    0.000000E+00    2.450498E-01   
 4.600000E-01    3.317019E-01    0.000000E+00    2.459766E-01   
 4.650000E-01    3.315695E-01    0.000000E+00    2.468509E-01   
 4.700000E-01    3.314368E-01    0.000000E+00    2.476726E-01   
 4.750000E-01    3.313037E-01    0.000000E+00    2.484415E-01   
 4.800000E-01    3.311704E-01    0.000000E+00    2.491577E-01   
 4.850000E-01    3.310368E-01    0.000000E+00    2.498211E-01   
 4.900000E-01    3.309029E-01    0.000000E+00    2.504316E-01   
 4.950000E-01    3.307689E-01    0.000000E+00    2.509893E-01   
 5.000000E-01    3.306347E-01    0.000000E+00    2.514940E-01   
 5.050000E-01    3.305002E-01    0.000000E+00    2.519459E-01   
 5.100000E-01    3.303657E-01    0.000000E+00    2.523449E-01   
 5.150000E-01    3.302310E-01    0.000000E+00    2.526910E-01   
 5.200000E-01    3.300962E-01    0.000000E+00    2.529843E-01   
 5.250000E-01    3.299614E-01    0.000000E+00    2.532248E-01   
