


A.  .needle_dynamics.Last_Run.TIME (sec)
B.  .needle_dynamics.Last_Run.MOTION_1.motion_r1.TX (newton-meter)
C.  .needle_dynamics.Last_Run.MOTION_1.motion_r2.TY (newton-meter)
D.  .needle_dynamics.Last_Run.MOTION_1.motion_r3.TZ (newton-meter)

       A               B               C               D         
 0.000000E+00    0.000000E+00   -3.305501E+03    0.000000E+00   
 5.000000E-03    0.000000E+00   -2.145244E-02    0.000000E+00   
 1.000000E-02    0.000000E+00   -2.067859E-02    0.000000E+00   
 1.500000E-02    0.000000E+00   -1.742922E-02    0.000000E+00   
 2.000000E-02    0.000000E+00   -1.268605E-02    0.000000E+00   
 2.500000E-02    0.000000E+00   -7.376555E-03    0.000000E+00   
 3.000000E-02    0.000000E+00   -2.229348E-03    0.000000E+00   
 3.500000E-02    0.000000E+00    2.220626E-03    0.000000E+00   
 4.000000E-02    0.000000E+00    5.649553E-03    0.000000E+00   
 4.500000E-02    0.000000E+00    8.012715E-03    0.000000E+00   
 5.000000E-02    0.000000E+00    9.427866E-03    0.000000E+00   
 5.500000E-02    0.000000E+00    1.011071E-02    0.000000E+00   
 6.000000E-02    0.000000E+00    1.031849E-02    0.000000E+00   
 6.500000E-02    0.000000E+00    1.030201E-02    0.000000E+00   
 7.000000E-02    0.000000E+00    1.027212E-02    0.000000E+00   
 7.500000E-02    0.000000E+00    1.038147E-02    0.000000E+00   
 8.000000E-02    0.000000E+00    1.071372E-02    0.000000E+00   
 8.500000E-02    0.000000E+00    1.130476E-02    0.000000E+00   
 9.000000E-02    0.000000E+00    1.214577E-02    0.000000E+00   
 9.500000E-02    0.000000E+00    1.319401E-02    0.000000E+00   
 1.000000E-01    0.000000E+00    1.439042E-02    0.000000E+00   
 1.050000E-01    0.000000E+00    1.566579E-02    0.000000E+00   
 1.100000E-01    0.000000E+00    1.695530E-02    0.000000E+00   
 1.150000E-01    0.000000E+00    1.821345E-02    0.000000E+00   
 1.200000E-01    0.000000E+00    1.941523E-02    0.000000E+00   
 1.250000E-01    0.000000E+00    2.055134E-02    0.000000E+00   
 1.300000E-01    0.000000E+00    2.162345E-02    0.000000E+00   
 1.350000E-01    0.000000E+00    2.264079E-02    0.000000E+00   
 1.400000E-01    0.000000E+00    2.361720E-02    0.000000E+00   
 1.450000E-01    0.000000E+00    2.456820E-02    0.000000E+00   
 1.500000E-01    0.000000E+00    2.550828E-02    0.000000E+00   
 1.550000E-01    0.000000E+00    2.644904E-02    0.000000E+00   
 1.600000E-01    0.000000E+00    2.739830E-02    0.000000E+00   
 1.650000E-01    0.000000E+00    2.836004E-02    0.000000E+00   
 1.700000E-01    0.000000E+00    2.933500E-02    0.000000E+00   
 1.750000E-01    0.000000E+00    3.032147E-02    0.000000E+00   
 1.800000E-01    0.000000E+00    3.131627E-02    0.000000E+00   
 1.850000E-01    0.000000E+00    3.231557E-02    0.000000E+00   
 1.900000E-01    0.000000E+00    3.331565E-02    0.000000E+00   
 1.950000E-01    0.000000E+00    3.431336E-02    0.000000E+00   
 2.000000E-01    0.000000E+00    3.530641E-02    0.000000E+00   
 2.050000E-01    0.000000E+00    3.629344E-02    0.000000E+00   
 2.100000E-01    0.000000E+00    3.727393E-02    0.000000E+00   
 2.150000E-01    0.000000E+00    3.824804E-02    0.000000E+00   
 2.200000E-01    0.000000E+00    3.921637E-02    0.000000E+00   
 2.250000E-01    0.000000E+00    4.017974E-02    0.000000E+00   
 2.300000E-01    0.000000E+00    4.113900E-02    0.000000E+00   
 2.350000E-01    0.000000E+00    4.209493E-02    0.000000E+00   
 2.400000E-01    0.000000E+00    4.304807E-02    0.000000E+00   
 2.450000E-01    0.000000E+00    4.399877E-02    0.000000E+00   
 2.500000E-01    0.000000E+00    4.494715E-02    0.000000E+00   
 2.550000E-01    0.000000E+00    4.589316E-02    0.000000E+00   
 2.600000E-01    0.000000E+00    4.683662E-02    0.000000E+00   
 2.650000E-01    0.000000E+00    4.777728E-02    0.000000E+00   
 2.700000E-01    0.000000E+00    4.871486E-02    0.000000E+00   
 2.750000E-01    0.000000E+00    4.964912E-02    0.000000E+00   
 2.800000E-01    0.000000E+00    5.057984E-02    0.000000E+00   
 2.850000E-01    0.000000E+00    5.150686E-02    0.000000E+00   
 2.900000E-01    0.000000E+00    5.243009E-02    0.000000E+00   
 2.950000E-01    0.000000E+00    5.334946E-02    0.000000E+00   
 3.000000E-01    0.000000E+00    5.426497E-02    0.000000E+00   
 3.050000E-01    0.000000E+00    5.517663E-02    0.000000E+00   
 3.100000E-01    0.000000E+00    5.608444E-02    0.000000E+00   
 3.150000E-01    0.000000E+00    5.698842E-02    0.000000E+00   
 3.200000E-01    0.000000E+00    5.788858E-02    0.000000E+00   
 3.250000E-01    0.000000E+00    5.878491E-02    0.000000E+00   
 3.300000E-01    0.000000E+00    5.967740E-02    0.000000E+00   
 3.350000E-01    0.000000E+00    6.056601E-02    0.000000E+00   
 3.400000E-01    0.000000E+00    6.145072E-02    0.000000E+00   
 3.450000E-01    0.000000E+00    6.233147E-02    0.000000E+00   
 3.500000E-01    0.000000E+00    6.320822E-02    0.000000E+00   
 3.550000E-01    0.000000E+00    6.408094E-02    0.000000E+00   
 3.600000E-01    0.000000E+00    6.494957E-02    0.000000E+00   
 3.650000E-01    0.000000E+00    6.581408E-02    0.000000E+00   
 3.700000E-01    0.000000E+00    6.667444E-02    0.000000E+00   
 3.750000E-01    0.000000E+00    6.753061E-02    0.000000E+00   
 3.800000E-01    0.000000E+00    6.838258E-02    0.000000E+00   
 3.850000E-01    0.000000E+00    6.923033E-02    0.000000E+00   
 3.900000E-01    0.000000E+00    7.007382E-02    0.000000E+00   
 3.950000E-01    0.000000E+00    7.091305E-02    0.000000E+00   
 4.000000E-01    0.000000E+00    7.174799E-02    0.000000E+00   
 4.050000E-01    0.000000E+00    7.257862E-02    0.000000E+00   
