Time (s),Handle Position x (m),Handle Position y (m),Handle Position z (m),Handle Euler phi (rad),Handle Euler theta (rad),Handle Euler psi (rad),Reaction Force x (m),Reaction Force y (m),Reaction Force z (m),Reaction Moment x (m),Reaction Moment y (m),Reaction Moment z (m),Tip Position x (m),Tip Position y (m),Tip Position z (m),Tip Euler phi (rad),Tip Euler theta (rad),Tip Euler psi (rad),Input Force x (m),Input Force y (m),Input Force z (m),Input Moment x (m),Input Moment y (m),Input Moment z (m)
0.000000E+00,-7.650000E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.321004E+04,0.000000E+00,-3.305501E+03,0.000000E+00,3.388000E-01,0.000000E+00,-7.670000E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
5.000000E-03,-7.650000E-02,0.000000E+00,3.141463E-03,0.000000E+00,0.000000E+00,0.000000E+00,-8.597211E-04,0.000000E+00,9.543021E-01,0.000000E+00,-2.145244E-02,0.000000E+00,3.387633E-01,0.000000E+00,-8.527477E-03,4.712389E+00,1.921262E-02,1.570796E+00,0.000000E+00,0.000000E+00,2.999975E-03,0.000000E+00,0.000000E+00,0.000000E+00
1.000000E-02,-7.650000E-02,0.000000E+00,6.282152E-03,0.000000E+00,0.000000E+00,0.000000E+00,1.164639E-03,0.000000E+00,9.614070E-01,0.000000E+00,-2.067859E-02,0.000000E+00,3.387024E-01,0.000000E+00,-8.065432E-03,4.712389E+00,3.364814E-02,1.570796E+00,0.000000E+00,0.000000E+00,5.999800E-03,0.000000E+00,0.000000E+00,0.000000E+00
1.500000E-02,-7.650000E-02,0.000000E+00,9.421290E-03,0.000000E+00,0.000000E+00,0.000000E+00,1.774783E-03,0.000000E+00,9.471528E-01,0.000000E+00,-1.742922E-02,0.000000E+00,3.386693E-01,0.000000E+00,-6.020491E-03,4.712389E+00,3.948568E-02,1.570796E+00,0.000000E+00,0.000000E+00,8.999325E-03,0.000000E+00,0.000000E+00,0.000000E+00
2.000000E-02,-7.650000E-02,0.000000E+00,1.255810E-02,0.000000E+00,0.000000E+00,0.000000E+00,1.196921E-03,0.000000E+00,9.276521E-01,0.000000E+00,-1.268605E-02,0.000000E+00,3.386784E-01,0.000000E+00,-2.603534E-03,4.712389E+00,3.793389E-02,1.570796E+00,0.000000E+00,0.000000E+00,1.199840E-02,0.000000E+00,0.000000E+00,0.000000E+00
2.500000E-02,-7.650000E-02,0.000000E+00,1.569182E-02,0.000000E+00,0.000000E+00,0.000000E+00,2.003147E-04,0.000000E+00,9.058518E-01,0.000000E+00,-7.376555E-03,0.000000E+00,3.387171E-01,0.000000E+00,1.856676E-03,4.712389E+00,3.078505E-02,1.570796E+00,0.000000E+00,0.000000E+00,1.499688E-02,0.000000E+00,0.000000E+00,0.000000E+00
3.000000E-02,-7.650000E-02,0.000000E+00,1.882166E-02,0.000000E+00,0.000000E+00,0.000000E+00,-6.131064E-04,0.000000E+00,8.832829E-01,0.000000E+00,-2.229348E-03,0.000000E+00,3.387622E-01,0.000000E+00,6.995090E-03,4.712389E+00,1.999511E-02,1.570796E+00,0.000000E+00,0.000000E+00,1.799460E-02,0.000000E+00,0.000000E+00,0.000000E+00
3.500000E-02,-7.650000E-02,0.000000E+00,2.194686E-02,0.000000E+00,0.000000E+00,0.000000E+00,-8.734111E-04,0.000000E+00,8.656736E-01,0.000000E+00,2.220626E-03,0.000000E+00,3.387932E-01,0.000000E+00,1.245052E-02,4.712389E+00,7.482580E-03,1.570796E+00,0.000000E+00,0.000000E+00,2.099143E-02,0.000000E+00,0.000000E+00,0.000000E+00
4.000000E-02,-7.650000E-02,0.000000E+00,2.506665E-02,0.000000E+00,0.000000E+00,0.000000E+00,-7.387737E-04,0.000000E+00,8.512039E-01,0.000000E+00,5.649553E-03,0.000000E+00,3.387995E-01,0.000000E+00,1.788141E-02,1.570796E+00,4.947603E-03,4.712389E+00,0.000000E+00,0.000000E+00,2.398721E-02,0.000000E+00,0.000000E+00,0.000000E+00
4.500000E-02,-7.650000E-02,0.000000E+00,2.818025E-02,0.000000E+00,0.000000E+00,0.000000E+00,-4.087296E-04,0.000000E+00,8.403419E-01,0.000000E+00,8.012715E-03,0.000000E+00,3.387846E-01,0.000000E+00,2.306766E-02,1.570796E+00,1.613811E-02,4.712389E+00,0.000000E+00,0.000000E+00,2.698179E-02,0.000000E+00,0.000000E+00,0.000000E+00
