


A.  .needle_dynamics.Last_Run.TIME (sec)
B.  .needle_dynamics.Last_Run.MOTION_1.motion_t1.FX (newton)
C.  .needle_dynamics.Last_Run.MOTION_1.motion_t2.FY (newton)
D.  .needle_dynamics.Last_Run.MOTION_1.motion_t3.FZ (newton)

       A               B               C               D         
 0.000000E+00    0.000000E+00    0.000000E+00    4.321004E+04   
 1.000000E-02    1.155596E-03    0.000000E+00    9.606703E-01   
 2.000000E-02    1.170394E-03    0.000000E+00    9.286677E-01   
 3.000000E-02   -6.324002E-04    0.000000E+00    8.846120E-01   
 4.000000E-02   -7.276173E-04    0.000000E+00    8.510711E-01   
 5.000000E-02   -5.205875E-05    0.000000E+00    8.332627E-01   
 6.000000E-02    1.690188E-04    0.000000E+00    8.260658E-01   
 7.000000E-02    8.733929E-05    0.000000E+00    8.222127E-01   
 8.000000E-02   -6.734720E-05    0.000000E+00    8.165243E-01   
 9.000000E-02   -1.646058E-04    0.000000E+00    8.072421E-01   
 1.000000E-01   -1.876343E-04    0.000000E+00    7.950669E-01   
 1.100000E-01   -1.492361E-04    0.000000E+00    7.816427E-01   
 1.200000E-01   -7.564349E-05    0.000000E+00    7.689851E-01   
 1.300000E-01   -3.300489E-05    0.000000E+00    7.570700E-01   
 1.400000E-01   -2.390303E-05    0.000000E+00    7.460425E-01   
 1.500000E-01   -4.038360E-05    0.000000E+00    7.354225E-01   
 1.600000E-01   -6.275716E-05    0.000000E+00    7.248686E-01   
 1.700000E-01   -7.680825E-05    0.000000E+00    7.142233E-01   
 1.800000E-01   -7.860111E-05    0.000000E+00    7.034949E-01   
 1.900000E-01   -7.020633E-05    0.000000E+00    6.927890E-01   
 2.000000E-01   -5.962042E-05    0.000000E+00    6.822072E-01   
 2.100000E-01   -5.330026E-05    0.000000E+00    6.718152E-01   
 2.200000E-01   -5.253287E-05    0.000000E+00    6.616134E-01   
 2.300000E-01   -5.445936E-05    0.000000E+00    6.515713E-01   
 2.400000E-01   -5.543417E-05    0.000000E+00    6.416615E-01   
 2.500000E-01   -5.380839E-05    0.000000E+00    6.318795E-01   
 2.600000E-01   -5.053776E-05    0.000000E+00    6.222186E-01   
 2.700000E-01   -4.698070E-05    0.000000E+00    6.127422E-01   
 2.800000E-01   -4.431484E-05    0.000000E+00    6.034701E-01   
 2.900000E-01   -4.276983E-05    0.000000E+00    5.943259E-01   
 3.000000E-01   -4.174714E-05    0.000000E+00    5.853793E-01   
 3.100000E-01   -4.066476E-05    0.000000E+00    5.766066E-01   
 3.200000E-01   -3.911143E-05    0.000000E+00    5.680118E-01   
 3.300000E-01   -3.702724E-05    0.000000E+00    5.595996E-01   
 3.400000E-01   -3.464677E-05    0.000000E+00    5.513755E-01   
 3.500000E-01   -3.228892E-05    0.000000E+00    5.433453E-01   
 3.600000E-01   -3.016873E-05    0.000000E+00    5.355134E-01   
 3.700000E-01   -2.832135E-05    0.000000E+00    5.278829E-01   
 3.800000E-01   -2.663960E-05    0.000000E+00    5.204560E-01   
 3.900000E-01   -2.497320E-05    0.000000E+00    5.132346E-01   
 4.000000E-01   -2.322059E-05    0.000000E+00    5.062207E-01   
 4.100000E-01   -2.136801E-05    0.000000E+00    4.994169E-01   
 4.200000E-01   -1.947103E-05    0.000000E+00    4.928258E-01   
 4.300000E-01   -1.760587E-05    0.000000E+00    4.864496E-01   
 4.400000E-01   -1.582492E-05    0.000000E+00    4.802906E-01   
 4.500000E-01   -1.413817E-05    0.000000E+00    4.743504E-01   
 4.600000E-01   -1.252293E-05    0.000000E+00    4.686302E-01   
 4.700000E-01   -1.094437E-05    0.000000E+00    4.631312E-01   
 4.800000E-01   -9.373347E-06    0.000000E+00    4.578542E-01   
 4.900000E-01   -7.824509E-06    0.000000E+00    4.528001E-01   
 5.000000E-01   -6.295849E-06    0.000000E+00    4.479696E-01   
 5.100000E-01   -4.808558E-06    0.000000E+00    4.433632E-01   
 5.200000E-01   -3.378029E-06    0.000000E+00    4.389813E-01   
 5.300000E-01   -2.005386E-06    0.000000E+00    4.348237E-01   
 5.400000E-01   -6.822462E-07    0.000000E+00    4.308904E-01   
 5.500000E-01    5.989657E-07    0.000000E+00    4.271809E-01   
 5.600000E-01    1.840012E-06    0.000000E+00    4.236947E-01   
 5.700000E-01    3.041805E-06    0.000000E+00    4.204309E-01   
 5.800000E-01    4.201732E-06    0.000000E+00    4.173887E-01   
 5.900000E-01    5.316842E-06    0.000000E+00    4.145668E-01   
 6.000000E-01    6.385476E-06    0.000000E+00    4.119640E-01   
 6.100000E-01    7.407827E-06    0.000000E+00    4.095787E-01   
 6.200000E-01    8.385405E-06    0.000000E+00    4.074091E-01   
 6.300000E-01    9.320021E-06    0.000000E+00    4.054534E-01   
 6.400000E-01    1.021301E-05    0.000000E+00    4.037093E-01   
 6.500000E-01    1.106498E-05    0.000000E+00    4.021747E-01   
 6.600000E-01    1.187605E-05    0.000000E+00    4.008471E-01   
 6.700000E-01    1.264632E-05    0.000000E+00    3.997237E-01   
 6.800000E-01    1.337615E-05    0.000000E+00    3.988019E-01   
 6.900000E-01    1.406633E-05    0.000000E+00    3.980785E-01   
 7.000000E-01    1.471789E-05    0.000000E+00    3.975505E-01   
 7.100000E-01    1.533192E-05    0.000000E+00    3.972145E-01   
 7.200000E-01    1.590944E-05    0.000000E+00    3.970670E-01   
 7.300000E-01    1.645134E-05    0.000000E+00    3.971043E-01   
 7.400000E-01    1.695841E-05    0.000000E+00    3.973228E-01   
 7.500000E-01    1.743148E-05    0.000000E+00    3.977183E-01   
 7.600000E-01    1.787140E-05    0.000000E+00    3.982870E-01   
 7.700000E-01    1.827912E-05    0.000000E+00    3.990244E-01   
 7.800000E-01    1.865563E-05    0.000000E+00    3.999263E-01   
 7.900000E-01    1.900194E-05    0.000000E+00    4.009881E-01   
 8.000000E-01    1.931902E-05    0.000000E+00    4.022053E-01   
 8.100000E-01    1.960780E-05    0.000000E+00    4.035731E-01   
 8.200000E-01    1.986923E-05    0.000000E+00    4.050866E-01   
 8.300000E-01    2.010422E-05    0.000000E+00    4.067408E-01   
 8.400000E-01    2.031368E-05    0.000000E+00    4.085307E-01   
 8.500000E-01    2.049854E-05    0.000000E+00    4.104512E-01   
 8.600000E-01    2.065972E-05    0.000000E+00    4.124968E-01   
 8.700000E-01    2.079814E-05    0.000000E+00    4.146623E-01   
 8.800000E-01    2.091467E-05    0.000000E+00    4.169422E-01   
 8.900000E-01    2.101020E-05    0.000000E+00    4.193309E-01   
 9.000000E-01    2.108557E-05    0.000000E+00    4.218230E-01   
 9.100000E-01    2.114163E-05    0.000000E+00    4.244126E-01   
 9.200000E-01    2.117919E-05    0.000000E+00    4.270941E-01   
 9.300000E-01    2.119908E-05    0.000000E+00    4.298616E-01   
 9.400000E-01    2.120208E-05    0.000000E+00    4.327093E-01   
 9.500000E-01    2.118897E-05    0.000000E+00    4.356314E-01   
 9.600000E-01    2.116050E-05    0.000000E+00    4.386219E-01   
