


A.  .needle_dynamics.Last_Run.TIME (sec)
B.  .needle_dynamics.Last_Run.needle_XFORM.X52 (meter)
C.  .needle_dynamics.Last_Run.needle_XFORM.Y52 (meter)
D.  .needle_dynamics.Last_Run.needle_XFORM.Z52 (meter)

       A               B               C               D         
 0.000000E+00    3.388000E-01    0.000000E+00   -7.670000E-03   
 1.000000E-02    3.387023E-01    0.000000E+00   -8.065736E-03   
 2.000000E-02    3.386787E-01    0.000000E+00   -2.613043E-03   
 3.000000E-02    3.387640E-01    0.000000E+00    7.028171E-03   
 4.000000E-02    3.388005E-01    0.000000E+00    1.791245E-02   
 5.000000E-02    3.387565E-01    0.000000E+00    2.789659E-02   
 6.000000E-02    3.387005E-01    0.000000E+00    3.629672E-02   
 7.000000E-02    3.386673E-01    0.000000E+00    4.352037E-02   
 8.000000E-02    3.386437E-01    0.000000E+00    5.028110E-02   
 9.000000E-02    3.386119E-01    0.000000E+00    5.712711E-02   
 1.000000E-01    3.385610E-01    0.000000E+00    6.428244E-02   
 1.100000E-01    3.384873E-01    0.000000E+00    7.171497E-02   
 1.200000E-01    3.383969E-01    0.000000E+00    7.916668E-02   
 1.300000E-01    3.382971E-01    0.000000E+00    8.652089E-02   
 1.400000E-01    3.381930E-01    0.000000E+00    9.370891E-02   
 1.500000E-01    3.380855E-01    0.000000E+00    1.007319E-01   
 1.600000E-01    3.379729E-01    0.000000E+00    1.076223E-01   
 1.700000E-01    3.378527E-01    0.000000E+00    1.144106E-01   
 1.800000E-01    3.377232E-01    0.000000E+00    1.211095E-01   
 1.900000E-01    3.375842E-01    0.000000E+00    1.277145E-01   
 2.000000E-01    3.374364E-01    0.000000E+00    1.342106E-01   
 2.100000E-01    3.372812E-01    0.000000E+00    1.405811E-01   
 2.200000E-01    3.371195E-01    0.000000E+00    1.468148E-01   
 2.300000E-01    3.369515E-01    0.000000E+00    1.529071E-01   
 2.400000E-01    3.367771E-01    0.000000E+00    1.588568E-01   
 2.500000E-01    3.365961E-01    0.000000E+00    1.646624E-01   
 2.600000E-01    3.364084E-01    0.000000E+00    1.703199E-01   
 2.700000E-01    3.362146E-01    0.000000E+00    1.758234E-01   
 2.800000E-01    3.360149E-01    0.000000E+00    1.811671E-01   
 2.900000E-01    3.358097E-01    0.000000E+00    1.863460E-01   
 3.000000E-01    3.355994E-01    0.000000E+00    1.913559E-01   
 3.100000E-01    3.353841E-01    0.000000E+00    1.961934E-01   
 3.200000E-01    3.351639E-01    0.000000E+00    2.008551E-01   
 3.300000E-01    3.349390E-01    0.000000E+00    2.053377E-01   
 3.400000E-01    3.347096E-01    0.000000E+00    2.096378E-01   
 3.500000E-01    3.344761E-01    0.000000E+00    2.137520E-01   
 3.600000E-01    3.342387E-01    0.000000E+00    2.176768E-01   
 3.700000E-01    3.339976E-01    0.000000E+00    2.214094E-01   
 3.800000E-01    3.337532E-01    0.000000E+00    2.249469E-01   
 3.900000E-01    3.335056E-01    0.000000E+00    2.282871E-01   
 4.000000E-01    3.332551E-01    0.000000E+00    2.314276E-01   
 4.100000E-01    3.330017E-01    0.000000E+00    2.343666E-01   
 4.200000E-01    3.327459E-01    0.000000E+00    2.371020E-01   
 4.300000E-01    3.324878E-01    0.000000E+00    2.396321E-01   
 4.400000E-01    3.322276E-01    0.000000E+00    2.419555E-01   
 4.500000E-01    3.319656E-01    0.000000E+00    2.440707E-01   
 4.600000E-01    3.317019E-01    0.000000E+00    2.459767E-01   
 4.700000E-01    3.314367E-01    0.000000E+00    2.476726E-01   
 4.800000E-01    3.311704E-01    0.000000E+00    2.491577E-01   
 4.900000E-01    3.309030E-01    0.000000E+00    2.504316E-01   
