Time (s),Handle Position x (m),Handle Position y (m),Handle Position z (m),Handle Euler phi (rad),Handle Euler theta (rad),Handle Euler psi (rad),Reaction Force x (m),Reaction Force y (m),Reaction Force z (m),Reaction Moment x (m),Reaction Moment y (m),Reaction Moment z (m),Tip Position x (m),Tip Position y (m),Tip Position z (m),Tip Euler phi (rad),Tip Euler theta (rad),Tip Euler psi (rad),Input Force x (m),Input Force y (m),Input Force z (m),Input Moment x (m),Input Moment y (m),Input Moment z (m)
7.000000E-02,-3.272583E-02,4.014991E-02,4.681331E-02,-7.412935E-01,6.169044E-02,7.858742E-01,-8.193379E-02,-8.480346E-02,8.232652E-01,-1.437396E-03,9.707395E-03,-1.455408E-02,3.810022E-01,6.876410E-02,2.924836E-02,3.091365E-02,4.677814E-02,6.756167E-02,4.193153E-02,4.193153E-02,4.193153E-02,0.000000E+00,0.000000E+00,0.000000E+00
7.500000E-02,-2.964429E-02,4.295609E-02,5.008507E-02,-7.381639E-01,6.601632E-02,7.859433E-01,-8.802639E-02,-8.622086E-02,8.202304E-01,-1.501700E-03,1.003012E-02,-1.433616E-02,3.839384E-01,7.297308E-02,3.181346E-02,2.601595E-02,5.018603E-02,7.605828E-02,4.491581E-02,4.491581E-02,4.491581E-02,0.000000E+00,0.000000E+00,0.000000E+00
8.000000E-02,-2.657293E-02,4.575043E-02,5.334287E-02,-7.350415E-01,7.032561E-02,7.860169E-01,-9.403135E-02,-8.911647E-02,8.165816E-01,-1.604022E-03,1.050290E-02,-1.451759E-02,3.868553E-01,7.720244E-02,3.435161E-02,1.979470E-02,5.360086E-02,8.604214E-02,4.789786E-02,4.789786E-02,4.789786E-02,0.000000E+00,0.000000E+00,0.000000E+00
8.500000E-02,-2.351252E-02,4.853227E-02,5.658590E-02,-7.319269E-01,7.461724E-02,7.860948E-01,-9.993604E-02,-9.350219E-02,8.121856E-01,-1.751799E-03,1.115431E-02,-1.510098E-02,3.897451E-01,8.152311E-02,3.691451E-02,1.728929E-02,5.703112E-02,9.285764E-02,5.087753E-02,5.087753E-02,5.087753E-02,0.000000E+00,0.000000E+00,0.000000E+00
9.000000E-02,-2.046385E-02,5.130095E-02,5.981337E-02,-7.288212E-01,7.889012E-02,7.861769E-01,-1.057411E-01,-9.915926E-02,8.070596E-01,-1.945589E-03,1.197680E-02,-1.602650E-02,3.926030E-01,8.596801E-02,3.953463E-02,2.072091E-02,6.048124E-02,9.446611E-02,5.385467E-02,5.385467E-02,5.385467E-02,0.000000E+00,0.000000E+00,0.000000E+00
9.500000E-02,-1.742767E-02,5.405581E-02,6.302450E-02,-7.257250E-01,8.314318E-02,7.862633E-01,-1.114545E-01,-1.057376E-01,8.013260E-01,-2.180491E-03,1.293860E-02,-1.719911E-02,3.954264E-01,9.053797E-02,4.222585E-02,3.029679E-02,6.395718E-02,9.067255E-02,5.682914E-02,5.682914E-02,5.682914E-02,0.000000E+00,0.000000E+00,0.000000E+00
1.000000E-01,-1.440477E-02,5.679619E-02,6.621849E-02,-7.226392E-01,8.737537E-02,7.863537E-01,-1.170894E-01,-1.128471E-01,7.951635E-01,-2.448115E-03,1.399584E-02,-1.851324E-02,3.982150E-01,9.521103E-02,4.498677E-02,4.498386E-02,6.746764E-02,8.240065E-02,5.980080E-02,5.980080E-02,5.980080E-02,0.000000E+00,0.000000E+00,0.000000E+00
1.050000E-01,-1.139590E-02,5.952146E-02,6.939458E-02,-7.195647E-01,9.158562E-02,7.864481E-01,-1.226641E-01,-1.201272E-01,7.887651E-01,-2.738598E-03,1.510258E-02,-1.987145E-02,4.009698E-01,9.995216E-02,4.780530E-02,6.314857E-02,7.102073E-02,7.110445E-02,6.276949E-02,6.276949E-02,6.276949E-02,0.000000E+00,0.000000E+00,0.000000E+00
1.100000E-01,-8.401838E-03,6.223096E-02,7.255200E-02,-7.165023E-01,9.577288E-02,7.865465E-01,-1.282003E-01,-1.272907E-01,7.823068E-01,-3.042351E-03,1.621802E-02,-2.119634E-02,4.036932E-01,1.047221E-01,5.066328E-02,8.303658E-02,7.461970E-02,5.833489E-02,6.573508E-02,6.573508E-02,6.573508E-02,0.000000E+00,0.000000E+00,0.000000E+00
1.150000E-01,-5.423338E-03,6.492406E-02,7.568998E-02,-7.134527E-01,9.993611E-02,7.866486E-01,-1.337199E-01,-1.341453E-01,7.759272E-01,-3.351372E-03,1.731090E-02,-2.243624E-02,4.063881E-01,1.094839E-01,5.354073E-02,1.030955E-01,7.826084E-02,4.545359E-02,6.869743E-02,6.869743E-02,6.869743E-02,0.000000E+00,0.000000E+00,0.000000E+00
1.200000E-01,-2.461160E-03,6.760013E-02,7.880775E-02,-7.104169E-01,1.040743E-01,7.867545E-01,-1.392416E-01,-1.405956E-01,7.697180E-01,-3.660052E-03,1.836132E-02,-2.356574E-02,4.090575E-01,1.142082E-01,5.641920E-02,1.221543E-01,8.193416E-02,3.347799E-02,7.165638E-02,7.165638E-02,7.165638E-02,0.000000E+00,0.000000E+00,0.000000E+00
1.250000E-01,4.839388E-04,7.025853E-02,8.190458E-02,-7.073956E-01,1.081863E-01,7.868641E-01,-1.447770E-01,-1.466305E-01,7.637233E-01,-3.965442E-03,1.936036E-02,-2.458227E-02,4.117037E-01,1.188746E-01,5.928395E-02,1.394820E-01,8.562636E-02,2.303524E-02,7.461180E-02,7.461180E-02,7.461180E-02,0.000000E+00,0.000000E+00,0.000000E+00
1.300000E-01,3.411207E-03,7.289863E-02,8.497971E-02,-7.043897E-01,1.122713E-01,7.869771E-01,-1.503297E-01,-1.523012E-01,7.579462E-01,-4.267061E-03,2.030829E-02,-2.550025E-02,4.143283E-01,1.234727E-01,6.212502E-02,1.547577E-01,8.932420E-02,1.439398E-02,7.756355E-02,7.756355E-02,7.756355E-02,0.000000E+00,0.000000E+00,0.000000E+00
1.350000E-01,6.319896E-03,7.551982E-02,8.803241E-02,-7.013999E-01,1.163281E-01,7.870935E-01,-1.558955E-01,-1.576965E-01,7.523597E-01,-4.566363E-03,2.121186E-02,-2.634417E-02,4.169316E-01,1.280003E-01,6.493726E-02,1.679871E-01,9.301718E-02,7.540872E-03,8.051149E-02,8.051149E-02,8.051149E-02,0.000000E+00,0.000000E+00,0.000000E+00
1.400000E-01,9.209260E-03,7.812149E-02,9.106194E-02,-6.984272E-01,1.203557E-01,7.872132E-01,-1.614652E-01,-1.629184E-01,7.469192E-01,-4.866022E-03,2.208139E-02,-2.714215E-02,4.195130E-01,1.324614E-01,6.771969E-02,1.793984E-01,9.669880E-02,2.273470E-03,8.345547E-02,8.345547E-02,8.345547E-02,0.000000E+00,0.000000E+00,0.000000E+00
1.450000E-01,1.207856E-02,8.070301E-02,9.406759E-02,-6.954724E-01,1.243532E-01,7.873361E-01,-1.670265E-01,-1.680632E-01,7.415740E-01,-5.169206E-03,2.292825E-02,-2.792061E-02,4.220713E-01,1.368637E-01,7.047430E-02,1.893402E-01,1.003665E-01,6.281474E+00,8.639536E-02,8.639536E-02,8.639536E-02,0.000000E+00,0.000000E+00,0.000000E+00
1.500000E-01,1.492706E-02,8.326379E-02,9.704863E-02,-6.925362E-01,1.283196E-01,7.874621E-01,-1.725677E-01,-1.732079E-01,7.362767E-01,-5.478933E-03,2.376278E-02,-2.870076E-02,4.246048E-01,1.412161E-01,7.320487E-02,1.981958E-01,1.040210E-01,6.278442E+00,8.933102E-02,8.933102E-02,8.933102E-02,0.000000E+00,0.000000E+00,0.000000E+00
1.550000E-01,1.775402E-02,8.580323E-02,1.000044E-01,-6.896194E-01,1.322538E-01,7.875909E-01,-1.780788E-01,-1.784041E-01,7.309897E-01,-5.797607E-03,2.459307E-02,-2.949676E-02,4.271115E-01,1.455270E-01,7.591574E-02,2.063206E-01,1.076645E-01,6.276056E+00,9.226231E-02,9.226231E-02,9.226231E-02,0.000000E+00,0.000000E+00,0.000000E+00
1.600000E-01,2.055872E-02,8.832073E-02,1.029341E-01,-6.867230E-01,1.361549E-01,7.877226E-01,-1.835568E-01,-1.836793E-01,7.256854E-01,-6.126694E-03,2.542417E-02,-3.031522E-02,4.295899E-01,1.498025E-01,7.861078E-02,2.139999E-01,1.113001E-01,6.274071E+00,9.518910E-02,9.518910E-02,9.518910E-02,0.000000E+00,0.000000E+00,0.000000E+00
1.650000E-01,2.334044E-02,9.081570E-02,1.058371E-01,-6.838476E-01,1.400220E-01,7.878570E-01,-1.889903E-01,-1.890275E-01,7.203597E-01,-6.466754E-03,2.625852E-02,-3.115659E-02,4.320385E-01,1.540466E-01,8.129298E-02,2.214410E-01,1.149302E-01,6.272304E+00,9.811125E-02,9.811125E-02,9.811125E-02,0.000000E+00,0.000000E+00,0.000000E+00
1.700000E-01,2.609846E-02,9.328757E-02,1.087127E-01,-6.809942E-01,1.438541E-01,7.879939E-01,-1.943776E-01,-1.944346E-01,7.150126E-01,-6.817633E-03,2.709644E-02,-3.201747E-02,4.344563E-01,1.582607E-01,8.396409E-02,2.287724E-01,1.185565E-01,6.270642E+00,1.010286E-01,1.010286E-01,1.010286E-01,0.000000E+00,0.000000E+00,0.000000E+00
1.750000E-01,2.883207E-02,9.573574E-02,1.115602E-01,-6.781634E-01,1.476502E-01,7.881332E-01,-1.997329E-01,-1.998905E-01,7.096380E-01,-7.178509E-03,2.793638E-02,-3.289154E-02,4.368427E-01,1.624444E-01,8.662464E-02,2.360552E-01,1.221794E-01,6.269023E+00,1.039411E-01,1.039411E-01,1.039411E-01,0.000000E+00,0.000000E+00,0.000000E+00
1.800000E-01,3.154056E-02,9.815965E-02,1.143790E-01,-6.753562E-01,1.514094E-01,7.882748E-01,-2.050472E-01,-2.053553E-01,7.042600E-01,-7.548142E-03,2.877595E-02,-3.377120E-02,4.391974E-01,1.665953E-01,8.927403E-02,2.432987E-01,1.257981E-01,6.267433E+00,1.068485E-01,1.068485E-01,1.068485E-01,0.000000E+00,0.000000E+00,0.000000E+00
1.850000E-01,3.422323E-02,1.005587E-01,1.171684E-01,-6.725733E-01,1.551307E-01,7.884185E-01,-2.094248E-01,-2.099029E-01,6.997842E-01,-7.923699E-03,2.961015E-02,-3.464190E-02,4.415205E-01,1.707095E-01,9.191049E-02,2.504659E-01,1.294102E-01,6.265891E+00,1.097508E-01,1.097508E-01,1.097508E-01,0.000000E+00,0.000000E+00,0.000000E+00
1.900000E-01,3.687938E-02,1.029324E-01,1.199277E-01,-6.698155E-01,1.588134E-01,7.885642E-01,-2.155976E-01,-2.162181E-01,6.935377E-01,-8.307085E-03,3.044009E-02,-3.551493E-02,4.438121E-01,1.747837E-01,9.453216E-02,2.575194E-01,1.330129E-01,6.264422E+00,1.126477E-01,1.126477E-01,1.126477E-01,0.000000E+00,0.000000E+00,0.000000E+00
1.950000E-01,3.950833E-02,1.052802E-01,1.226564E-01,-6.670835E-01,1.624564E-01,7.887118E-01,-2.209227E-01,-2.216774E-01,6.881248E-01,-8.694663E-03,3.126190E-02,-3.637335E-02,4.460722E-01,1.788149E-01,9.713713E-02,2.644260E-01,1.366033E-01,6.263046E+00,1.155392E-01,1.155392E-01,1.155392E-01,0.000000E+00,0.000000E+00,0.000000E+00
2.000000E-01,4.210939E-02,1.076015E-01,1.253537E-01,-6.643782E-01,1.660589E-01,7.888610E-01,-2.260148E-01,-2.268754E-01,6.829546E-01,-9.086048E-03,3.207425E-02,-3.721778E-02,4.483008E-01,1.828004E-01,9.972353E-02,2.711577E-01,1.401785E-01,6.261781E+00,1.184252E-01,1.184252E-01,1.184252E-01,0.000000E+00,0.000000E+00,0.000000E+00
2.050000E-01,4.468190E-02,1.098957E-01,1.280190E-01,-6.617004E-01,1.696199E-01,7.890119E-01,-2.333958E-01,-2.343136E-01,6.755445E-01,-9.484113E-03,3.288089E-02,-3.806412E-02,4.504978E-01,1.867385E-01,1.022901E-01,2.777111E-01,1.437363E-01,6.260626E+00,1.213055E-01,1.213055E-01,1.213055E-01,0.000000E+00,0.000000E+00,0.000000E+00
2.100000E-01,4.722517E-02,1.121624E-01,1.306518E-01,-6.590508E-01,1.731386E-01,7.891641E-01,-2.342335E-01,-2.352434E-01,6.745867E-01,-9.877337E-03,3.366900E-02,-3.885966E-02,4.526631E-01,1.906271E-01,1.048351E-01,2.840646E-01,1.472736E-01,6.259595E+00,1.241799E-01,1.241799E-01,1.241799E-01,0.000000E+00,0.000000E+00,0.000000E+00
2.150000E-01,4.973855E-02,1.144010E-01,1.332514E-01,-6.564302E-01,1.766143E-01,7.893176E-01,-2.419695E-01,-2.429530E-01,6.668879E-01,-1.028087E-02,3.445291E-02,-3.967973E-02,4.547966E-01,1.944646E-01,1.073568E-01,2.902092E-01,1.507876E-01,6.258693E+00,1.270484E-01,1.270484E-01,1.270484E-01,0.000000E+00,0.000000E+00,0.000000E+00
2.200000E-01,5.222138E-02,1.166110E-01,1.358172E-01,-6.538393E-01,1.800459E-01,7.894723E-01,-2.465352E-01,-2.475251E-01,6.623039E-01,-1.068425E-02,3.522568E-02,-4.047580E-02,4.568979E-01,1.982507E-01,1.098546E-01,2.961584E-01,1.542767E-01,6.257909E+00,1.299108E-01,1.299108E-01,1.299108E-01,0.000000E+00,0.000000E+00,0.000000E+00
2.250000E-01,5.467302E-02,1.187918E-01,1.383486E-01,-6.512789E-01,1.834326E-01,7.896279E-01,-2.514935E-01,-2.524733E-01,6.573484E-01,-1.109096E-02,3.598973E-02,-4.126668E-02,4.589666E-01,2.019853E-01,1.123279E-01,3.019372E-01,1.577397E-01,6.257220E+00,1.327671E-01,1.327671E-01,1.327671E-01,0.000000E+00,0.000000E+00,0.000000E+00
2.300000E-01,5.709283E-02,1.209431E-01,1.408451E-01,-6.487497E-01,1.867737E-01,7.897843E-01,-2.565476E-01,-2.575198E-01,6.523001E-01,-1.150113E-02,3.674656E-02,-4.205391E-02,4.610021E-01,2.056685E-01,1.147766E-01,3.075734E-01,1.611759E-01,6.256604E+00,1.356170E-01,1.356170E-01,1.356170E-01,0.000000E+00,0.000000E+00,0.000000E+00
2.350000E-01,5.948017E-02,1.230641E-01,1.433060E-01,-6.462525E-01,1.900684E-01,7.899413E-01,-2.615204E-01,-2.624951E-01,6.473281E-01,-1.191459E-02,3.749670E-02,-4.283778E-02,4.630040E-01,2.093004E-01,1.172004E-01,3.130932E-01,1.645846E-01,6.256039E+00,1.384605E-01,1.384605E-01,1.384605E-01,0.000000E+00,0.000000E+00,0.000000E+00
2.400000E-01,6.183441E-02,1.251546E-01,1.457308E-01,-6.437881E-01,1.933157E-01,7.900989E-01,-2.664543E-01,-2.674431E-01,6.423884E-01,-1.233129E-02,3.824063E-02,-4.361897E-02,4.649716E-01,2.128808E-01,1.195990E-01,3.185189E-01,1.679654E-01,6.255506E+00,1.412974E-01,1.412974E-01,1.412974E-01,0.000000E+00,0.000000E+00,0.000000E+00
2.450000E-01,6.415496E-02,1.272139E-01,1.481190E-01,-6.413570E-01,1.965150E-01,7.902568E-01,-2.713484E-01,-2.723631E-01,6.374804E-01,-1.275106E-02,3.897860E-02,-4.439743E-02,4.669047E-01,2.164093E-01,1.219721E-01,3.238678E-01,1.713173E-01,6.254990E+00,1.441277E-01,1.441277E-01,1.441277E-01,0.000000E+00,0.000000E+00,0.000000E+00
2.500000E-01,6.644118E-02,1.292416E-01,1.504700E-01,-6.389601E-01,1.996655E-01,7.904148E-01,-2.762024E-01,-2.772526E-01,6.326049E-01,-1.317356E-02,3.971067E-02,-4.517265E-02,4.688028E-01,2.198853E-01,1.243191E-01,3.291518E-01,1.746396E-01,6.254478E+00,1.469512E-01,1.469512E-01,1.469512E-01,0.000000E+00,0.000000E+00,0.000000E+00
2.550000E-01,6.869250E-02,1.312373E-01,1.527833E-01,-6.365981E-01,2.027664E-01,7.905730E-01,-2.810163E-01,-2.821083E-01,6.277638E-01,-1.359842E-02,4.043673E-02,-4.594385E-02,4.706656E-01,2.233080E-01,1.266395E-01,3.343785E-01,1.779313E-01,6.253964E+00,1.497678E-01,1.497678E-01,1.497678E-01,0.000000E+00,0.000000E+00,0.000000E+00
2.600000E-01,7.090831E-02,1.332004E-01,1.550583E-01,-6.342717E-01,2.058169E-01,7.907309E-01,-2.857900E-01,-2.869265E-01,6.229590E-01,-1.402519E-02,4.115659E-02,-4.671023E-02,4.724931E-01,2.266765E-01,1.289325E-01,3.395518E-01,1.811910E-01,6.253441E+00,1.525773E-01,1.525773E-01,1.525773E-01,0.000000E+00,0.000000E+00,0.000000E+00
2.650000E-01,7.308803E-02,1.351306E-01,1.572946E-01,-6.319814E-01,2.088163E-01,7.908887E-01,-2.905237E-01,-2.917042E-01,6.181928E-01,-1.445346E-02,4.187005E-02,-4.747111E-02,4.742848E-01,2.299898E-01,1.311974E-01,3.446737E-01,1.844175E-01,6.252906E+00,1.553797E-01,1.553797E-01,1.553797E-01,0.000000E+00,0.000000E+00,0.000000E+00
2.700000E-01,7.523110E-02,1.370273E-01,1.594916E-01,-6.297282E-01,2.117640E-01,7.910459E-01,-2.952173E-01,-2.964388E-01,6.134673E-01,-1.488281E-02,4.257697E-02,-4.822598E-02,4.760407E-01,2.332470E-01,1.334332E-01,3.497451E-01,1.876095E-01,6.252356E+00,1.581749E-01,1.581749E-01,1.581749E-01,0.000000E+00,0.000000E+00,0.000000E+00
2.750000E-01,7.733694E-02,1.388901E-01,1.616489E-01,-6.275125E-01,2.146591E-01,7.912026E-01,-2.998705E-01,-3.011288E-01,6.087839E-01,-1.531288E-02,4.327727E-02,-4.897459E-02,4.777605E-01,2.364471E-01,1.356392E-01,3.547671E-01,1.907656E-01,6.251789E+00,1.609627E-01,1.609627E-01,1.609627E-01,0.000000E+00,0.000000E+00,0.000000E+00
2.800000E-01,7.940501E-02,1.407186E-01,1.637659E-01,-6.253351E-01,2.175010E-01,7.913586E-01,-3.044829E-01,-3.057733E-01,6.041438E-01,-1.574337E-02,4.397095E-02,-4.971691E-02,4.794440E-01,2.395894E-01,1.378146E-01,3.597413E-01,1.938844E-01,6.251201E+00,1.637430E-01,1.637430E-01,1.637430E-01,0.000000E+00,0.000000E+00,0.000000E+00
2.850000E-01,8.143475E-02,1.425123E-01,1.658422E-01,-6.231966E-01,2.202890E-01,7.915136E-01,-3.090540E-01,-3.103722E-01,5.995477E-01,-1.617400E-02,4.465807E-02,-5.045309E-02,4.810910E-01,2.426732E-01,1.399587E-01,3.646706E-01,1.969648E-01,6.250590E+00,1.665158E-01,1.665158E-01,1.665158E-01,0.000000E+00,0.000000E+00,0.000000E+00
2.900000E-01,8.342565E-02,1.442709E-01,1.678773E-01,-6.210977E-01,2.230224E-01,7.916676E-01,-3.135829E-01,-3.149256E-01,5.949960E-01,-1.660455E-02,4.533879E-02,-5.118338E-02,4.827013E-01,2.456978E-01,1.420708E-01,3.695584E-01,2.000056E-01,6.249951E+00,1.692809E-01,1.692809E-01,1.692809E-01,0.000000E+00,0.000000E+00,0.000000E+00
2.950000E-01,8.537716E-02,1.459939E-01,1.698708E-01,-6.190390E-01,2.257007E-01,7.918204E-01,-3.180691E-01,-3.194341E-01,5.904888E-01,-1.703482E-02,4.601328E-02,-5.190807E-02,4.842746E-01,2.486626E-01,1.441503E-01,3.744092E-01,2.030058E-01,6.249280E+00,1.720382E-01,1.720382E-01,1.720382E-01,0.000000E+00,0.000000E+00,0.000000E+00
3.000000E-01,8.728878E-02,1.476809E-01,1.718222E-01,-6.170211E-01,2.283230E-01,7.919718E-01,-3.225115E-01,-3.238979E-01,5.860260E-01,-1.746460E-02,4.668171E-02,-5.262744E-02,4.858106E-01,2.515672E-01,1.461965E-01,3.792277E-01,2.059645E-01,6.248574E+00,1.747876E-01,1.747876E-01,1.747876E-01,0.000000E+00,0.000000E+00,0.000000E+00
3.050000E-01,8.916000E-02,1.493316E-01,1.737311E-01,-6.150446E-01,2.308889E-01,7.921217E-01,-3.269097E-01,-3.283171E-01,5.816079E-01,-1.789369E-02,4.734429E-02,-5.334172E-02,4.873091E-01,2.544111E-01,1.482090E-01,3.840189E-01,2.088807E-01,6.247826E+00,1.775290E-01,1.775290E-01,1.775290E-01,0.000000E+00,0.000000E+00,0.000000E+00
3.100000E-01,9.099032E-02,1.509455E-01,1.755971E-01,-6.131102E-01,2.333977E-01,7.922700E-01,-3.312629E-01,-3.326918E-01,5.772345E-01,-1.832188E-02,4.800118E-02,-5.405106E-02,4.887699E-01,2.571938E-01,1.501871E-01,3.887875E-01,2.117537E-01,6.247033E+00,1.802623E-01,1.802623E-01,1.802623E-01,0.000000E+00,0.000000E+00,0.000000E+00
3.150000E-01,9.277927E-02,1.525222E-01,1.774197E-01,-6.112184E-01,2.358488E-01,7.924165E-01,-3.355705E-01,-3.370216E-01,5.729061E-01,-1.874895E-02,4.865253E-02,-5.475554E-02,4.901926E-01,2.599148E-01,1.521304E-01,3.935380E-01,2.145827E-01,6.246190E+00,1.829874E-01,1.829874E-01,1.829874E-01,0.000000E+00,0.000000E+00,0.000000E+00
3.200000E-01,9.452637E-02,1.540615E-01,1.791986E-01,-6.093698E-01,2.382417E-01,7.925610E-01,-3.398321E-01,-3.413059E-01,5.686231E-01,-1.917466E-02,4.929848E-02,-5.545518E-02,4.915771E-01,2.625736E-01,1.540382E-01,3.982743E-01,2.173668E-01,6.245294E+00,1.857042E-01,1.857042E-01,1.857042E-01,0.000000E+00,0.000000E+00,0.000000E+00
