


A.  .needle_dynamics.Last_Run.TIME (sec)
B.  .needle_dynamics.Last_Run.MOTION_1.motion_t1.FX (newton)
C.  .needle_dynamics.Last_Run.MOTION_1.motion_t2.FY (newton)
D.  .needle_dynamics.Last_Run.MOTION_1.motion_t3.FZ (newton)

       A               B               C               D         
 0.000000E+00    0.000000E+00    0.000000E+00    2.160546E+04   
 5.000000E-03   -4.089152E-04    0.000000E+00    9.353021E-01   
 1.000000E-02   -1.880643E-05    0.000000E+00    9.386013E-01   
 1.500000E-02    1.310226E-04    0.000000E+00    9.387798E-01   
 2.000000E-02    1.191039E-04    0.000000E+00    9.404636E-01   
 2.500000E-02    3.432893E-05    0.000000E+00    9.418378E-01   
 3.000000E-02   -6.413342E-05    0.000000E+00    9.439037E-01   
 3.500000E-02   -1.377502E-04    0.000000E+00    9.476823E-01   
 4.000000E-02   -1.801660E-04    0.000000E+00    9.521084E-01   
 4.500000E-02   -1.955948E-04    0.000000E+00    9.569736E-01   
 5.000000E-02   -1.866299E-04    0.000000E+00    9.625555E-01   
 5.500000E-02   -1.623950E-04    0.000000E+00    9.685358E-01   
 6.000000E-02   -1.332658E-04    0.000000E+00    9.733600E-01   
 6.500000E-02   -1.058906E-04    0.000000E+00    9.784749E-01   
 7.000000E-02   -8.371540E-05    0.000000E+00    9.835135E-01   
 7.500000E-02   -6.322647E-05    0.000000E+00    9.988066E-01   
 8.000000E-02   -5.889756E-05    0.000000E+00    9.943636E-01   
 8.500000E-02   -6.396070E-05    0.000000E+00    9.989646E-01   
 9.000000E-02   -7.282508E-05    0.000000E+00    9.762718E-01   
 9.500000E-02   -1.025226E-04    0.000000E+00    1.023398E+00   
 1.000000E-01   -8.384461E-05    0.000000E+00    1.008449E+00   
 1.050000E-01   -8.717315E-05    0.000000E+00    1.015775E+00   
 1.100000E-01   -8.704307E-05    0.000000E+00    1.020327E+00   
 1.150000E-01   -8.537185E-05    0.000000E+00    1.024869E+00   
 1.200000E-01   -8.236669E-05    0.000000E+00    1.029394E+00   
 1.250000E-01   -7.842783E-05    0.000000E+00    1.033897E+00   
 1.300000E-01   -7.402800E-05    0.000000E+00    1.038370E+00   
 1.350000E-01   -6.958906E-05    0.000000E+00    1.042810E+00   
 1.400000E-01   -6.540873E-05    0.000000E+00    1.047213E+00   
 1.450000E-01   -6.163847E-05    0.000000E+00    1.051578E+00   
 1.500000E-01   -5.829858E-05    0.000000E+00    1.055904E+00   
 1.550000E-01   -5.531465E-05    0.000000E+00    1.060191E+00   
 1.600000E-01   -5.256351E-05    0.000000E+00    1.064440E+00   
 1.650000E-01   -4.990869E-05    0.000000E+00    1.068651E+00   
 1.700000E-01   -4.723364E-05    0.000000E+00    1.072822E+00   
 1.750000E-01   -4.445624E-05    0.000000E+00    1.076955E+00   
 1.800000E-01   -4.153352E-05    0.000000E+00    1.081046E+00   
 1.850000E-01   -3.845741E-05    0.000000E+00    1.085097E+00   
 1.900000E-01   -3.524533E-05    0.000000E+00    1.089105E+00   
 1.950000E-01   -3.192921E-05    0.000000E+00    1.093070E+00   
 2.000000E-01   -2.854537E-05    0.000000E+00    1.096989E+00   
 2.050000E-01   -2.512704E-05    0.000000E+00    1.100862E+00   
 2.100000E-01   -2.169986E-05    0.000000E+00    1.104688E+00   
 2.150000E-01   -1.828033E-05    0.000000E+00    1.108466E+00   
 2.200000E-01   -1.487650E-05    0.000000E+00    1.112195E+00   
 2.250000E-01   -1.148994E-05    0.000000E+00    1.115873E+00   
 2.300000E-01   -8.118286E-06    0.000000E+00    1.119500E+00   
 2.350000E-01   -4.757613E-06    0.000000E+00    1.123075E+00   
 2.400000E-01   -1.404327E-06    0.000000E+00    1.126597E+00   
 2.450000E-01    1.939255E-06    0.000000E+00    1.130066E+00   
 2.500000E-01    5.305193E-06    0.000000E+00    1.133479E+00   
 2.550000E-01    8.610607E-06    0.000000E+00    1.136837E+00   
 2.600000E-01    1.194210E-05    0.000000E+00    1.140139E+00   
 2.650000E-01    1.527272E-05    0.000000E+00    1.143383E+00   
 2.700000E-01    1.853852E-05    0.000000E+00    1.146568E+00   
 2.750000E-01    2.181446E-05    0.000000E+00    1.149695E+00   
 2.800000E-01    2.506915E-05    0.000000E+00    1.152761E+00   
 2.850000E-01    2.825352E-05    0.000000E+00    1.155766E+00   
 2.900000E-01    3.143458E-05    0.000000E+00    1.158710E+00   
 2.950000E-01    3.457793E-05    0.000000E+00    1.161591E+00   
 3.000000E-01    3.765009E-05    0.000000E+00    1.164409E+00   
 3.050000E-01    4.070889E-05    0.000000E+00    1.167163E+00   
 3.100000E-01    4.371723E-05    0.000000E+00    1.169852E+00   
 3.150000E-01    4.665507E-05    0.000000E+00    1.172475E+00   
 3.200000E-01    4.956523E-05    0.000000E+00    1.175032E+00   
 3.250000E-01    5.241836E-05    0.000000E+00    1.177522E+00   
 3.300000E-01    5.521579E-05    0.000000E+00    1.179944E+00   
 3.350000E-01    5.795522E-05    0.000000E+00    1.182297E+00   
 3.400000E-01    6.063453E-05    0.000000E+00    1.184582E+00   
 3.450000E-01    6.325169E-05    0.000000E+00    1.186797E+00   
 3.500000E-01    6.580474E-05    0.000000E+00    1.188941E+00   
 3.550000E-01    6.829181E-05    0.000000E+00    1.191014E+00   
 3.600000E-01    7.071106E-05    0.000000E+00    1.193016E+00   
 3.650000E-01    7.306067E-05    0.000000E+00    1.194945E+00   
 3.700000E-01    7.533891E-05    0.000000E+00    1.196802E+00   
 3.750000E-01    7.754407E-05    0.000000E+00    1.198585E+00   
 3.800000E-01    7.967452E-05    0.000000E+00    1.200295E+00   
 3.850000E-01    8.172870E-05    0.000000E+00    1.201930E+00   
 3.900000E-01    8.370512E-05    0.000000E+00    1.203491E+00   
 3.950000E-01    8.560236E-05    0.000000E+00    1.204976E+00   
 4.000000E-01    8.741909E-05    0.000000E+00    1.206386E+00   
 4.050000E-01    8.915404E-05    0.000000E+00    1.207719E+00   
 4.100000E-01    9.080603E-05    0.000000E+00    1.208976E+00   
 4.150000E-01    9.237395E-05    0.000000E+00    1.210156E+00   
 4.200000E-01    9.385675E-05    0.000000E+00    1.211259E+00   
 4.250000E-01    9.525345E-05    0.000000E+00    1.212285E+00   
 4.300000E-01    9.656314E-05    0.000000E+00    1.213232E+00   
 4.350000E-01    9.778497E-05    0.000000E+00    1.214102E+00   
 4.400000E-01    9.891817E-05    0.000000E+00    1.214893E+00   
 4.450000E-01    9.996201E-05    0.000000E+00    1.215605E+00   
 4.500000E-01    1.009158E-04    0.000000E+00    1.216239E+00   
 4.550000E-01    1.017791E-04    0.000000E+00    1.216793E+00   
 4.600000E-01    1.025512E-04    0.000000E+00    1.217268E+00   
 4.650000E-01    1.032317E-04    0.000000E+00    1.217664E+00   
 4.700000E-01    1.038202E-04    0.000000E+00    1.217981E+00   
 4.750000E-01    1.043163E-04    0.000000E+00    1.218218E+00   
 4.800000E-01    1.047198E-04    0.000000E+00    1.218375E+00   
 4.850000E-01    1.050305E-04    0.000000E+00    1.218453E+00   
 4.900000E-01    1.052482E-04    0.000000E+00    1.218451E+00   
 4.950000E-01    1.053727E-04    0.000000E+00    1.218369E+00   
 5.000000E-01    1.054041E-04    0.000000E+00    1.218207E+00   
 5.050000E-01    1.053423E-04    0.000000E+00    1.217966E+00   
 5.100000E-01    1.051875E-04    0.000000E+00    1.217645E+00   
 5.150000E-01    1.049397E-04    0.000000E+00    1.217245E+00   
 5.200000E-01    1.045992E-04    0.000000E+00    1.216765E+00   
 5.250000E-01    1.041662E-04    0.000000E+00    1.216206E+00   
 5.300000E-01    1.036410E-04    0.000000E+00    1.215568E+00   
 5.350000E-01    1.030240E-04    0.000000E+00    1.214851E+00   
 5.400000E-01    1.023156E-04    0.000000E+00    1.214055E+00   
 5.450000E-01    1.015163E-04    0.000000E+00    1.213181E+00   
 5.500000E-01    1.006266E-04    0.000000E+00    1.212229E+00   
 5.550000E-01    9.964718E-05    0.000000E+00    1.211198E+00   
 5.600000E-01    9.857867E-05    0.000000E+00    1.210090E+00   
 5.650000E-01    9.742179E-05    0.000000E+00    1.208905E+00   
 5.700000E-01    9.617735E-05    0.000000E+00    1.207642E+00   
 5.750000E-01    9.484618E-05    0.000000E+00    1.206303E+00   
 5.800000E-01    9.342919E-05    0.000000E+00    1.204888E+00   
 5.850000E-01    9.192737E-05    0.000000E+00    1.203397E+00   
 5.900000E-01    9.034175E-05    0.000000E+00    1.201830E+00   
 5.950000E-01    8.867343E-05    0.000000E+00    1.200189E+00   
 6.000000E-01    8.692357E-05    0.000000E+00    1.198473E+00   
 6.050000E-01    8.509340E-05    0.000000E+00    1.196683E+00   
 6.100000E-01    8.318422E-05    0.000000E+00    1.194819E+00   
 6.150000E-01    8.119739E-05    0.000000E+00    1.192883E+00   
 6.200000E-01    7.913434E-05    0.000000E+00    1.190874E+00   
 6.250000E-01    7.699656E-05    0.000000E+00    1.188793E+00   
 6.300000E-01    7.478562E-05    0.000000E+00    1.186642E+00   
 6.350000E-01    7.250313E-05    0.000000E+00    1.184419E+00   
 6.400000E-01    7.015081E-05    0.000000E+00    1.182127E+00   
 6.450000E-01    6.773040E-05    0.000000E+00    1.179765E+00   
 6.500000E-01    6.524376E-05    0.000000E+00    1.177335E+00   
 6.550000E-01    6.269278E-05    0.000000E+00    1.174837E+00   
 6.600000E-01    6.007944E-05    0.000000E+00    1.172271E+00   
 6.650000E-01    5.740577E-05    0.000000E+00    1.169639E+00   
 6.700000E-01    5.467390E-05    0.000000E+00    1.166941E+00   
 6.750000E-01    5.188599E-05    0.000000E+00    1.164178E+00   
 6.800000E-01    4.904429E-05    0.000000E+00    1.161350E+00   
 6.850000E-01    4.615113E-05    0.000000E+00    1.158460E+00   
 6.900000E-01    4.320889E-05    0.000000E+00    1.155506E+00   
