


A.  .needle_dynamics.Last_Run.TIME (sec)
B.  .needle_dynamics.Last_Run.needle_XFORM.PHI52 (rad)
C.  .needle_dynamics.Last_Run.needle_XFORM.THETA52 (rad)
D.  .needle_dynamics.Last_Run.needle_XFORM.PSI52 (rad)

       A               B               C               D         
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 5.000000E-03    4.712389E+00    9.899921E-03    1.570796E+00   
 1.000000E-02    4.712389E+00    1.870469E-02    1.570796E+00   
 1.500000E-02    4.712389E+00    2.493275E-02    1.570796E+00   
 2.000000E-02    4.712389E+00    2.925922E-02    1.570796E+00   
 2.500000E-02    4.712389E+00    3.245286E-02    1.570796E+00   
 3.000000E-02    4.712389E+00    3.512990E-02    1.570796E+00   
 3.500000E-02    4.712389E+00    3.780273E-02    1.570796E+00   
 4.000000E-02    4.712389E+00    4.082168E-02    1.570796E+00   
 4.500000E-02    4.712389E+00    4.430503E-02    1.570796E+00   
 5.000000E-02    4.712389E+00    4.821552E-02    1.570796E+00   
 5.500000E-02    4.712389E+00    5.241039E-02    1.570796E+00   
 6.000000E-02    4.712389E+00    5.676295E-02    1.570796E+00   
 6.500000E-02    4.712389E+00    6.117000E-02    1.570796E+00   
 7.000000E-02    4.712389E+00    6.555612E-02    1.570796E+00   
 7.500000E-02    4.712389E+00    6.985164E-02    1.570796E+00   
 8.000000E-02    4.712389E+00    7.406000E-02    1.570796E+00   
 8.500000E-02    4.712389E+00    7.819439E-02    1.570796E+00   
 9.000000E-02    4.712389E+00    8.227986E-02    1.570796E+00   
 9.500000E-02    4.712389E+00    8.630894E-02    1.570796E+00   
 1.000000E-01    4.712389E+00    9.030110E-02    1.570796E+00   
 1.050000E-01    4.712389E+00    9.426702E-02    1.570796E+00   
 1.100000E-01    4.712389E+00    9.821368E-02    1.570796E+00   
 1.150000E-01    4.712389E+00    1.021446E-01    1.570796E+00   
 1.200000E-01    4.712389E+00    1.060601E-01    1.570796E+00   
 1.250000E-01    4.712389E+00    1.099582E-01    1.570796E+00   
 1.300000E-01    4.712389E+00    1.138359E-01    1.570796E+00   
 1.350000E-01    4.712389E+00    1.176895E-01    1.570796E+00   
 1.400000E-01    4.712389E+00    1.215158E-01    1.570796E+00   
 1.450000E-01    4.712389E+00    1.253118E-01    1.570796E+00   
 1.500000E-01    4.712389E+00    1.290757E-01    1.570796E+00   
 1.550000E-01    4.712389E+00    1.328059E-01    1.570796E+00   
 1.600000E-01    4.712389E+00    1.365015E-01    1.570796E+00   
 1.650000E-01    4.712389E+00    1.401620E-01    1.570796E+00   
 1.700000E-01    4.712389E+00    1.437869E-01    1.570796E+00   
 1.750000E-01    4.712389E+00    1.473757E-01    1.570796E+00   
 1.800000E-01    4.712389E+00    1.509281E-01    1.570796E+00   
 1.850000E-01    4.712389E+00    1.544434E-01    1.570796E+00   
 1.900000E-01    4.712389E+00    1.579208E-01    1.570796E+00   
 1.950000E-01    4.712389E+00    1.613595E-01    1.570796E+00   
 2.000000E-01    4.712389E+00    1.647587E-01    1.570796E+00   
 2.050000E-01    4.712389E+00    1.681175E-01    1.570796E+00   
 2.100000E-01    4.712389E+00    1.714349E-01    1.570796E+00   
 2.150000E-01    4.712389E+00    1.747102E-01    1.570796E+00   
 2.200000E-01    4.712389E+00    1.779423E-01    1.570796E+00   
 2.250000E-01    4.712389E+00    1.811307E-01    1.570796E+00   
 2.300000E-01    4.712389E+00    1.842744E-01    1.570796E+00   
 2.350000E-01    4.712389E+00    1.873728E-01    1.570796E+00   
 2.400000E-01    4.712389E+00    1.904252E-01    1.570796E+00   
 2.450000E-01    4.712389E+00    1.934309E-01    1.570796E+00   
 2.500000E-01    4.712389E+00    1.963892E-01    1.570796E+00   
 2.550000E-01    4.712389E+00    1.992994E-01    1.570796E+00   
 2.600000E-01    4.712389E+00    2.021609E-01    1.570796E+00   
 2.650000E-01    4.712389E+00    2.049731E-01    1.570796E+00   
 2.700000E-01    4.712389E+00    2.077353E-01    1.570796E+00   
 2.750000E-01    4.712389E+00    2.104469E-01    1.570796E+00   
 2.800000E-01    4.712389E+00    2.131072E-01    1.570796E+00   
 2.850000E-01    4.712389E+00    2.157159E-01    1.570796E+00   
 2.900000E-01    4.712389E+00    2.182721E-01    1.570796E+00   
 2.950000E-01    4.712389E+00    2.207754E-01    1.570796E+00   
 3.000000E-01    4.712389E+00    2.232252E-01    1.570796E+00   
 3.050000E-01    4.712389E+00    2.256211E-01    1.570796E+00   
 3.100000E-01    4.712389E+00    2.279624E-01    1.570796E+00   
 3.150000E-01    4.712389E+00    2.302487E-01    1.570796E+00   
 3.200000E-01    4.712389E+00    2.324796E-01    1.570796E+00   
 3.250000E-01    4.712389E+00    2.346544E-01    1.570796E+00   
 3.300000E-01    4.712389E+00    2.367729E-01    1.570796E+00   
 3.350000E-01    4.712389E+00    2.388345E-01    1.570796E+00   
 3.400000E-01    4.712389E+00    2.408388E-01    1.570796E+00   
 3.450000E-01    4.712389E+00    2.427854E-01    1.570796E+00   
 3.500000E-01    4.712389E+00    2.446740E-01    1.570796E+00   
 3.550000E-01    4.712389E+00    2.465040E-01    1.570796E+00   
 3.600000E-01    4.712389E+00    2.482752E-01    1.570796E+00   
 3.650000E-01    4.712389E+00    2.499873E-01    1.570796E+00   
 3.700000E-01    4.712389E+00    2.516397E-01    1.570796E+00   
 3.750000E-01    4.712389E+00    2.532323E-01    1.570796E+00   
 3.800000E-01    4.712389E+00    2.547647E-01    1.570796E+00   
 3.850000E-01    4.712389E+00    2.562367E-01    1.570796E+00   
 3.900000E-01    4.712389E+00    2.576478E-01    1.570796E+00   
 3.950000E-01    4.712389E+00    2.589979E-01    1.570796E+00   
 4.000000E-01    4.712389E+00    2.602867E-01    1.570796E+00   
 4.050000E-01    4.712389E+00    2.615139E-01    1.570796E+00   
 4.100000E-01    4.712389E+00    2.626793E-01    1.570796E+00   
 4.150000E-01    4.712389E+00    2.637827E-01    1.570796E+00   
 4.200000E-01    4.712389E+00    2.648239E-01    1.570796E+00   
 4.250000E-01    4.712389E+00    2.658027E-01    1.570796E+00   
 4.300000E-01    4.712389E+00    2.667189E-01    1.570796E+00   
 4.350000E-01    4.712389E+00    2.675722E-01    1.570796E+00   
 4.400000E-01    4.712389E+00    2.683627E-01    1.570796E+00   
 4.450000E-01    4.712389E+00    2.690901E-01    1.570796E+00   
 4.500000E-01    4.712389E+00    2.697542E-01    1.570796E+00   
 4.550000E-01    4.712389E+00    2.703551E-01    1.570796E+00   
 4.600000E-01    4.712389E+00    2.708924E-01    1.570796E+00   
 4.650000E-01    4.712389E+00    2.713663E-01    1.570796E+00   
 4.700000E-01    4.712389E+00    2.717765E-01    1.570796E+00   
 4.750000E-01    4.712389E+00    2.721231E-01    1.570796E+00   
 4.800000E-01    4.712389E+00    2.724059E-01    1.570796E+00   
 4.850000E-01    4.712389E+00    2.726249E-01    1.570796E+00   
 4.900000E-01    4.712389E+00    2.727800E-01    1.570796E+00   
 4.950000E-01    4.712389E+00    2.728713E-01    1.570796E+00   
 5.000000E-01    4.712389E+00    2.728987E-01    1.570796E+00   
 5.050000E-01    4.712389E+00    2.728623E-01    1.570796E+00   
 5.100000E-01    4.712389E+00    2.727620E-01    1.570796E+00   
 5.150000E-01    4.712389E+00    2.725979E-01    1.570796E+00   
 5.200000E-01    4.712389E+00    2.723700E-01    1.570796E+00   
 5.250000E-01    4.712389E+00    2.720784E-01    1.570796E+00   
 5.300000E-01    4.712389E+00    2.717230E-01    1.570796E+00   
 5.350000E-01    4.712389E+00    2.713041E-01    1.570796E+00   
 5.400000E-01    4.712389E+00    2.708216E-01    1.570796E+00   
 5.450000E-01    4.712389E+00    2.702757E-01    1.570796E+00   
 5.500000E-01    4.712389E+00    2.696665E-01    1.570796E+00   
 5.550000E-01    4.712389E+00    2.689941E-01    1.570796E+00   
 5.600000E-01    4.712389E+00    2.682586E-01    1.570796E+00   
 5.650000E-01    4.712389E+00    2.674602E-01    1.570796E+00   
 5.700000E-01    4.712389E+00    2.665991E-01    1.570796E+00   
 5.750000E-01    4.712389E+00    2.656753E-01    1.570796E+00   
 5.800000E-01    4.712389E+00    2.646892E-01    1.570796E+00   
 5.850000E-01    4.712389E+00    2.636408E-01    1.570796E+00   
 5.900000E-01    4.712389E+00    2.625304E-01    1.570796E+00   
 5.950000E-01    4.712389E+00    2.613582E-01    1.570796E+00   
 6.000000E-01    4.712389E+00    2.601245E-01    1.570796E+00   
 6.050000E-01    4.712389E+00    2.588294E-01    1.570796E+00   
